order_id,customer_id,order_date,product_id,product_price,category,brand,quantity,discount_pct,revenue,month,month_name
ORD00027,CUST1203,2023-05-02,fbe59721a5e29ad76fc386eb1e4270ef,75.0,Skin,Biotique,1,0,75.0,2023-05,May 2023
ORD00028,CUST1733,2023-09-10,2a9538d9eaf3839613e29754f1dd575c,337.0,Health & Wellness,MuscleBlaze,1,10,303.3,2023-09,Sep 2023
ORD00029,CUST1665,2023-01-14,97e169c17f7d3e5c6c24a1a105132507,2100.0,Nykaa Luxe,Kiehl's,1,0,2100.0,2023-01,Jan 2023
ORD00030,CUST1718,2023-07-04,1145c9474e1e9d4bcad49e5a99351767,200.0,Men's Store,Spinz,1,0,200.0,2023-07,Jul 2023
ORD00031,CUST1558,2023-10-11,b1842996d1acb094c177fdeef5910301,192.0,Natural,Skin Secrets,1,0,192.0,2023-10,Oct 2023
ORD00032,CUST1429,2023-10-21,09d3b448a24a9e097b04ed0f871073a5,349.0,Natural,MESMARA,3,20,837.6,2023-10,Oct 2023
ORD00033,CUST1225,2023-07-08,324109b6b77cbf327c96adf22927d5df,599.0,Makeup,Focallure,1,20,479.2,2023-07,Jul 2023
ORD00034,CUST1459,2023-08-28,7c652df00c632ba7e49472640768ce2c,80.0,Men's Store,Red Hunt,1,0,80.0,2023-08,Aug 2023
ORD00035,CUST1603,2023-10-10,96b194fb980ef1f505088391c4eadf91,575.0,Skin,Forest Essentials,1,20,460.0,2023-10,Oct 2023
ORD00036,CUST1284,2023-03-08,1c08e49bb63fc4811010a1f3debbb3b4,399.0,Makeup,Wet n Wild,1,20,319.2,2023-03,Mar 2023
ORD00037,CUST1828,2023-11-10,642768c887b2ba887816b38d5b4d429d,353.0,Makeup,Lakme Absolute,1,20,282.4,2023-11,Nov 2023
ORD00038,CUST1890,2023-02-14,0c9025686f0ac21006861a191e7d61a2,239.0,Hair,WOW,1,0,239.0,2023-02,Feb 2023
ORD00039,CUST1006,2023-02-03,25883da540d236950b64f2c29fc965a6,120.0,Skin,Ponds,3,10,324.0,2023-02,Feb 2023
ORD00040,CUST1777,2023-06-08,50dc13f9d2a0d8df99e6f778f016f939,2990.0,Nykaa Luxe,PRADA,1,30,2093.0,2023-06,Jun 2023
ORD00041,CUST1825,2023-07-23,d68d00dc92b849577e1afc761931979b,2625.0,Men's Store,Salvatore Ferragamo,1,10,2362.5,2023-07,Jul 2023
ORD00042,CUST1163,2023-09-03,4452adf35cb307a3a0b6a8a0da2e65fa,99.0,Natural,VLCC,1,0,99.0,2023-09,Sep 2023
ORD00043,CUST1714,2023-09-27,6af8089fbcddcca0ceb23d6938e91009,1900.0,Makeup,Inglot,1,10,1710.0,2023-09,Sep 2023
ORD00044,CUST1432,2023-07-30,1ca895c8e54d0c01605b1e559a794ad2,1498.0,Mom & Baby,Inner Sense,1,10,1348.2,2023-07,Jul 2023
ORD00045,CUST1348,2023-07-29,ad673db4c998bbb622ac079eb0c9dc2f,260.0,Skin,Nivea,1,10,234.0,2023-07,Jul 2023
ORD00046,CUST1284,2023-10-22,54822a2fe4958ae2aacd71543c7e2d83,76.0,Natural,Nature's Essence,2,0,152.0,2023-10,Oct 2023
ORD00047,CUST1159,2023-02-07,a2021197b822edac90272418a470515d,400.0,Natural,The Hair Kitchen,1,0,400.0,2023-02,Feb 2023
ORD00048,CUST1220,2023-03-06,18901030728867890103000000300000000000VHWF1R8IN,99.0,Skin,Vaseline,1,20,79.2,2023-03,Mar 2023
ORD00049,CUST1980,2023-06-12,a2021197b822edac90272418a470515d,400.0,Natural,The Hair Kitchen,2,20,640.0,2023-06,Jun 2023
ORD00050,CUST1781,2023-11-25,0c8fde33a8dd668e9220f52d383ba806,695.0,Makeup,Deborah,2,0,1390.0,2023-11,Nov 2023
ORD00051,CUST1344,2023-02-07,6ac07703f92ef66fe348cff81e65a9d1,1595.0,Nykaa Luxe,Forest Essentials,1,30,1116.5,2023-02,Feb 2023
ORD00052,CUST1104,2023-08-19,5cebd943e5e148c6fff432051fc8f41a,60.0,Men's Store,Himalaya,1,0,60.0,2023-08,Aug 2023
ORD00053,CUST1094,2023-08-27,786f255239a71f885271046004eb9925,110.0,Makeup,TS,1,10,99.0,2023-08,Aug 2023
ORD00054,CUST1389,2023-12-15,4ad5dff84ad7ce8b5e0092b897c4a6f3,2340.0,Men's Store,Plix,3,20,5616.0,2023-12,Dec 2023
ORD00055,CUST1099,2023-09-22,60928db9ee6e553e7ed4a449d229de36,336.0,Skin,Allin Exporters,2,20,537.6,2023-09,Sep 2023
ORD00056,CUST1367,2023-06-26,43a298f6fb694f35826da3b2fe726168,675.0,Makeup,L.A. Girl,1,30,472.5,2023-06,Jun 2023
ORD00057,CUST1867,2023-03-07,859466f1b459ae4e4b2aa299c1018bc0,549.0,Makeup,SERY,2,0,1098.0,2023-03,Mar 2023
ORD00058,CUST1352,2023-10-10,65185b4c1d38cf96d626a30d52f9ea4e,1090.0,Makeup,Kiko Milano,1,20,872.0,2023-10,Oct 2023
ORD00059,CUST1618,2023-11-24,9a3b2ad0ace72c6923865801bcaac3eb,750.0,Personal Care,L'Occitane,1,0,750.0,2023-11,Nov 2023
ORD00060,CUST1270,2023-10-28,659522c44a92f894d91d0a964d51f062,1499.0,Makeup,Note,1,20,1199.2,2023-10,Oct 2023
ORD00061,CUST1826,2023-04-04,18901030707725890103000000300000000000DVQF2R1IN,109.0,Skin,Dove,2,20,174.4,2023-04,Apr 2023
ORD00062,CUST1044,2023-03-08,b168a6134e1c9584bf27abe99aa920b7,633.0,Natural,Just Herbs,1,10,569.7,2023-03,Mar 2023
ORD00063,CUST1747,2023-08-10,c304773b172f576d7d957d740600590e,1020.0,Health & Wellness,Big Muscles,2,0,2040.0,2023-08,Aug 2023
ORD00064,CUST1470,2023-09-15,dcec4277b184c53e0fa54828aeb8b260,209.0,Personal Care,Head & Shoulders,2,20,334.4,2023-09,Sep 2023
ORD00065,CUST1549,2023-01-29,d2a3d94a46d8e51e9cd2cf5a48f65716,79.0,Natural,Biotique,1,0,79.0,2023-01,Jan 2023
ORD00066,CUST1127,2023-03-05,7ecdae7a98a91d96aca3d9e635aa56e0,175.0,Makeup,Maybelline New York,1,0,175.0,2023-03,Mar 2023
ORD00067,CUST1996,2023-09-23,4f45ef9c2b6aaa9fff7f07a5b5c23cb5,591.0,Natural,Lotus Make Up,1,20,472.8,2023-09,Sep 2023
ORD00068,CUST1944,2023-03-20,c38e2a29d163a1a8f6903d1d5ce43e6e,1050.0,Nykaa Luxe,M.A.C,1,10,945.0,2023-03,Mar 2023
ORD00069,CUST1387,2023-06-05,77728fba1e361cc2b4c86217351d7bd2,155.0,Hair,Just Herbs,1,20,124.0,2023-06,Jun 2023
ORD00070,CUST1080,2023-03-26,48ec88e0fba1aec45ef083eecf257454,3310.0,Makeup,Huda Beauty,1,0,3310.0,2023-03,Mar 2023
ORD00071,CUST1565,2023-03-24,fbe59721a5e29ad76fc386eb1e4270ef,75.0,Skin,Biotique,2,0,150.0,2023-03,Mar 2023
ORD00072,CUST1300,2023-06-15,f8fe805a206b0f782ae403f606523128,799.0,Makeup,Rimmel London,1,20,639.2,2023-06,Jun 2023
ORD00073,CUST1849,2023-12-30,3a6407fa1e1ba2a577d4e60b504aae55,576.0,Health & Wellness,As-It-Is Nutrition,1,10,518.4,2023-12,Dec 2023
ORD00074,CUST1643,2023-04-26,be0ee0484baf5fedc635c33ed15d2aed,850.0,Skin,Dr. Sheth's,1,0,850.0,2023-04,Apr 2023
ORD00075,CUST1633,2023-06-27,97e169c17f7d3e5c6c24a1a105132507,2100.0,Nykaa Luxe,Kiehl's,1,20,1680.0,2023-06,Jun 2023
ORD00076,CUST1906,2023-09-23,5357445d70d5722066b00be9b96ad43b,280.0,Brand,Nykaa Naturals,1,10,252.0,2023-09,Sep 2023
ORD00077,CUST1882,2023-05-26,fe33d560a358bc981675ab735de6f162,238.0,Makeup,Maybelline New York,1,10,214.2,2023-05,May 2023
ORD00078,CUST1370,2023-02-10,679c76fc4865d7a818968e89cec63436,340.0,Natural,SOVA,2,10,612.0,2023-02,Feb 2023
ORD00079,CUST1591,2023-05-09,8d2a7bd74e83d0159c983bd896f60d7a,2050.0,Hair,Aveda,1,20,1640.0,2023-05,May 2023
ORD00080,CUST1196,2023-04-11,6fd21bf8e43c3487881a9ffb6b308fa3,299.0,Makeup,Nykaa Cosmetics,3,20,717.6,2023-04,Apr 2023
ORD00081,CUST1721,2023-11-22,8b76a7ada4e3245eb0e0af5d6254aba8,2499.0,Health & Wellness,Olena,2,20,3998.4,2023-11,Nov 2023
ORD00082,CUST1071,2023-10-10,3f3bab815bc7f65205e6138e1c8fa230,224.0,Natural,Merlion Naturals,1,0,224.0,2023-10,Oct 2023
ORD00083,CUST1046,2023-05-21,74d3d4e95b8f566511782b34f847641d,393.0,Personal Care,The Moms Co.,2,20,628.8,2023-05,May 2023
ORD00084,CUST1677,2023-03-06,520b8553e7e604583c8bcead5621d60e,900.0,Makeup,Maybelline New York,1,10,810.0,2023-03,Mar 2023
ORD00085,CUST1233,2023-11-17,8a153370da6f60a9c3415a4fe7d922b8,139.0,Brand,Nykaa Naturals,2,10,250.2,2023-11,Nov 2023
ORD00086,CUST1791,2023-06-05,c304773b172f576d7d957d740600590e,1020.0,Health & Wellness,Big Muscles,1,0,1020.0,2023-06,Jun 2023
ORD00087,CUST1296,2023-11-11,f54658c5d511195b6621a640fb743b1b,454.0,Brand,L'Oreal Paris,2,20,726.4,2023-11,Nov 2023
ORD00088,CUST1081,2023-10-01,3b98a5809c74eabd685056d6c1fc47a9,180.0,Men's Store,Durex,2,20,288.0,2023-10,Oct 2023
ORD00089,CUST1875,2023-02-17,4dc2511bbcf3b0e09194c32d1498f0f9,750.0,Natural,Aveda,2,0,1500.0,2023-02,Feb 2023
ORD00090,CUST1238,2023-09-15,48fe081684c8f6b1762d340c784b2eac,125.0,Personal Care,Nivea,2,10,225.0,2023-09,Sep 2023
ORD00091,CUST1887,2023-11-25,124f291afe9ed7f1fe3d84dfe6fe3245,77.0,Natural,Jiva Ayurveda,1,20,61.6,2023-11,Nov 2023
ORD00092,CUST1103,2023-03-28,0c610ad565589bce6b861960159ac311,60.0,Personal Care,Biotique,1,0,60.0,2023-03,Mar 2023
ORD00093,CUST1389,2023-10-31,f2a499d73cb52218b1886280d3b5bfb5,205.0,Personal Care,Matrix,1,30,143.5,2023-10,Oct 2023
ORD00094,CUST1284,2023-10-25,3ba24c5209f815f6074fc44f8430ca4e,675.0,Makeup,L.A. Girl,1,10,607.5,2023-10,Oct 2023
ORD00095,CUST1464,2023-03-20,74a59b54496922f52b538d573633dff7,350.0,Natural,Forest Essentials,1,10,315.0,2023-03,Mar 2023
ORD00096,CUST1650,2023-03-29,531d2532009246fad3bcdc8e1c5faa1a,1150.0,Nykaa Luxe,Bobbi Brown,1,0,1150.0,2023-03,Mar 2023
ORD00097,CUST1854,2023-12-04,d39a482011e096e8af8d02c39a770801,80.0,Skin,Olivia,3,0,240.0,2023-12,Dec 2023
ORD00098,CUST1373,2023-11-16,a4f087ee1a14eba656f9906df6a35e0f,325.0,Personal Care,Ellement Co.,1,30,227.5,2023-11,Nov 2023
ORD00099,CUST1166,2023-11-06,474a0c6135fafa5e0afcb1dc109cb238,695.0,Makeup,Makeup Revolution,2,0,1390.0,2023-11,Nov 2023
ORD00100,CUST1379,2023-06-22,a2021197b822edac90272418a470515d,400.0,Natural,The Hair Kitchen,1,20,320.0,2023-06,Jun 2023
ORD00101,CUST1363,2023-10-16,295daff50e8e854436fc7ea91816590a,665.0,Makeup,BOLLYGLOW,2,0,1330.0,2023-10,Oct 2023
ORD00102,CUST1214,2023-01-22,68ea21f7e1e10da1b46d108557f5f921,675.0,Nykaa Luxe,Kama Ayurveda,2,0,1350.0,2023-01,Jan 2023
ORD00103,CUST1686,2023-01-15,c641fb7955e619fe046effe6c0817649,89.0,Skin,The Body Care,1,0,89.0,2023-01,Jan 2023
ORD00104,CUST1273,2023-02-11,53d26f408540c44b9cb84a3a0d5c475b,86.0,Makeup,Blue Heaven,1,10,77.4,2023-02,Feb 2023
ORD00105,CUST1718,2023-01-24,ad673db4c998bbb622ac079eb0c9dc2f,260.0,Skin,Nivea,2,30,364.0,2023-01,Jan 2023
ORD00106,CUST1959,2023-11-25,8afc639447b07af49d440e3bf690e1c3,5650.0,Skin,Charlotte Tilbury,1,0,5650.0,2023-11,Nov 2023
ORD00107,CUST1699,2023-10-23,38235bada4e5c0ff221960e32499b89c,240.0,Natural,Aroma Treasures,1,0,240.0,2023-10,Oct 2023
ORD00108,CUST1663,2023-05-16,18901030685191890103000000300000000000LCRP100IN,155.0,Brand,Lakme,1,0,155.0,2023-05,May 2023
ORD00109,CUST1073,2023-11-30,f4ecc16d3dc2ee4c5b71a839c4021a96,350.0,Personal Care,Raaga Professional,1,10,315.0,2023-11,Nov 2023
ORD00110,CUST1623,2023-04-18,54822a2fe4958ae2aacd71543c7e2d83,76.0,Natural,Nature's Essence,1,10,68.4,2023-04,Apr 2023
ORD00111,CUST1650,2023-10-20,ecda249518e87b28ed2bfb73ce265ca0,185.0,Natural,SSCPL Herbals,1,20,148.0,2023-10,Oct 2023
ORD00112,CUST1175,2023-08-02,3ffe63434867f09e17570247ec190a19,710.0,Personal Care,L'Occitane,1,10,639.0,2023-08,Aug 2023
ORD00113,CUST1546,2023-11-13,bcc621def826abe670b76d07ec61b158,299.0,Makeup,Swiss Beauty,1,10,269.1,2023-11,Nov 2023
ORD00114,CUST1746,2023-11-24,15496cfbe7ee2e663d978725a25764d6,5800.0,Skin,L'Occitane,3,0,17400.0,2023-11,Nov 2023
ORD00115,CUST1250,2023-01-16,599d49f6c86c76e1bf18146a63f5af34,205.0,Natural,Organic Harvest,1,30,143.5,2023-01,Jan 2023
ORD00116,CUST1167,2023-09-12,be0ee0484baf5fedc635c33ed15d2aed,850.0,Skin,Dr. Sheth's,3,0,2550.0,2023-09,Sep 2023
ORD00117,CUST1473,2023-11-18,48ec88e0fba1aec45ef083eecf257454,3310.0,Makeup,Huda Beauty,1,0,3310.0,2023-11,Nov 2023
ORD00118,CUST1388,2023-10-07,9d6f62fba9cf86c5b7825558c3cc6e80,269.0,Health & Wellness,Tea Treasure,1,10,242.1,2023-10,Oct 2023
ORD00119,CUST1276,2023-05-29,df491bbe99958f73ae08f65febbe183e,74.0,Brand,Himalaya,1,10,66.6,2023-05,May 2023
ORD00120,CUST1947,2023-11-25,96deb09c4160b873e960d36ab0fb053d,280.0,Brand,Nykaa Naturals,1,10,252.0,2023-11,Nov 2023
ORD00121,CUST1655,2023-06-04,f4ecc16d3dc2ee4c5b71a839c4021a96,350.0,Personal Care,Raaga Professional,1,10,315.0,2023-06,Jun 2023
ORD00122,CUST1704,2023-09-05,6af8089fbcddcca0ceb23d6938e91009,1900.0,Makeup,Inglot,1,20,1520.0,2023-09,Sep 2023
ORD00123,CUST1570,2023-05-06,bf87bc8f2ae088813269218c0bef1e22,53.0,Natural,Nature's Essence,1,0,53.0,2023-05,May 2023
ORD00124,CUST1224,2023-12-17,e8549b26275b5c59018c8025895178e5,350.0,Makeup,LYN,1,20,280.0,2023-12,Dec 2023
ORD00125,CUST1701,2023-07-27,c39bbac9ef50edb8f64d74c42a4fd094,1400.0,Skin,Glamglow,1,10,1260.0,2023-07,Jul 2023
ORD00126,CUST1332,2023-06-02,c2ee6827e3dc67d5fbc18df2ae789570,1800.0,NFBA 2020 Nominees Online Sale,Bobbi Brown,1,10,1620.0,2023-06,Jun 2023
ORD00127,CUST1863,2023-08-21,e18b013ac9cac212485adf40912b50bb,179.0,Skin,OXY,1,10,161.1,2023-08,Aug 2023
ORD00128,CUST1786,2023-02-07,f15b83e018c40838f16ddd69c412c349,1450.0,Makeup,MyGlamm,2,0,2900.0,2023-02,Feb 2023
ORD00129,CUST1794,2023-12-19,642768c887b2ba887816b38d5b4d429d,353.0,Makeup,Lakme Absolute,1,20,282.4,2023-12,Dec 2023
ORD00130,CUST1057,2023-01-31,318414351a1f0536afc895334cda1955,299.0,Makeup,Maybelline New York,1,10,269.1,2023-01,Jan 2023
ORD00131,CUST1234,2023-03-22,1ed2ff0473b80cd83ee7cfb130f8d28d,758.0,Mom & Baby,Floret,3,0,2274.0,2023-03,Mar 2023
ORD00132,CUST1841,2023-08-14,18901030656771890103000000300000000000LRLE77AIN,32.0,Skin,Liril,1,10,28.8,2023-08,Aug 2023
ORD00133,CUST1032,2023-08-01,e20d83ae09d2074bdfcb45f35db7f460,90.0,Personal Care,The Body Care,1,30,63.0,2023-08,Aug 2023
ORD00134,CUST1824,2023-09-05,fbaf76412005e77d92938a5787e14e95,118.0,Natural,Nykaa Naturals,3,10,318.6,2023-09,Sep 2023
ORD00135,CUST1323,2023-08-26,5085ba6c6e55153197da3b7baca30640,195.0,Skin,Joy,1,30,136.5,2023-08,Aug 2023
ORD00136,CUST1410,2023-04-15,3cd60a3c8eb928ff94a55e3ff5c929e0,94.0,Skin,Ponds,1,0,94.0,2023-04,Apr 2023
ORD00137,CUST1274,2023-06-24,ec96ed3a148fcfbf7e62a85777f09427,126.0,Skin,Lotus Herbals,1,0,126.0,2023-06,Jun 2023
ORD00138,CUST1067,2023-11-07,3f3bab815bc7f65205e6138e1c8fa230,224.0,Natural,Merlion Naturals,1,0,224.0,2023-11,Nov 2023
ORD00139,CUST1216,2023-03-15,7cea3e382b465acd40850c6bd03ffa76,299.0,Skin,Zerb,1,10,269.1,2023-03,Mar 2023
ORD00140,CUST1935,2023-06-10,51fe9f55de3c9351c13c417d94905c2d,72.0,Brand,Himalaya,1,0,72.0,2023-06,Jun 2023
ORD00141,CUST1965,2023-06-13,1f4dce9649d4773b50ec700ef3bbb1a0,1050.0,Makeup,Too Faced,1,0,1050.0,2023-06,Jun 2023
ORD00142,CUST1580,2023-06-26,c9a614a1f7dc2a592dda19aea0aef5e5,509.0,Makeup,Kay Beauty,1,30,356.3,2023-06,Jun 2023
ORD00143,CUST1897,2023-07-24,6c0894c01473c3d16bc8c1b296901580,89.0,Personal Care,Ponds,3,20,213.6,2023-07,Jul 2023
ORD00144,CUST1735,2023-03-08,ba6b33389175dd066caa8191750b004b,295.0,Mom & Baby,Himalaya,2,20,472.0,2023-03,Mar 2023
ORD00145,CUST1322,2023-07-09,91b6095937645fb33cc1da6ed38f1b3a,999.0,Makeup,Kay Beauty,1,0,999.0,2023-07,Jul 2023
ORD00146,CUST1217,2023-09-21,e8549b26275b5c59018c8025895178e5,350.0,Makeup,LYN,1,0,350.0,2023-09,Sep 2023
ORD00147,CUST1671,2023-10-15,a33f156a70a0f02abd87453222cabc44,4000.0,Skin,O3+,1,0,4000.0,2023-10,Oct 2023
ORD00148,CUST1511,2023-02-24,65185b4c1d38cf96d626a30d52f9ea4e,1090.0,Makeup,Kiko Milano,1,20,872.0,2023-02,Feb 2023
ORD00149,CUST1405,2023-06-13,174a780fda5474412413e34144fd6a41,149.0,Makeup,YLG,1,30,104.3,2023-06,Jun 2023
ORD00150,CUST1905,2023-05-04,d842290e0844d2822f1a84e8a35bf2d7,65.0,Natural,Biotique,1,10,58.5,2023-05,May 2023
ORD00151,CUST1936,2023-08-27,15496cfbe7ee2e663d978725a25764d6,5800.0,Nykaa Luxe,L'Occitane,2,0,11600.0,2023-08,Aug 2023
ORD00152,CUST1658,2023-03-04,f01f03b08350e6d7a6f1b21f3badee0f,3850.0,Skin,Clinique,1,10,3465.0,2023-03,Mar 2023
ORD00153,CUST1469,2023-05-17,fbe59721a5e29ad76fc386eb1e4270ef,49.0,Brand,Biotique,1,0,49.0,2023-05,May 2023
ORD00154,CUST1146,2023-08-19,b3c24d8b5c415e270330cf0fb9d84a57,76.0,Hair,BBlunt,1,0,76.0,2023-08,Aug 2023
ORD00155,CUST1271,2023-05-07,d0f197749c94dd70df643703e649c1f8,295.0,Makeup,Incolor,1,10,265.5,2023-05,May 2023
ORD00156,CUST1142,2023-03-14,b726560784866c94019a9be23c22642b,700.0,Natural,Disguise Cosmetics,2,20,1120.0,2023-03,Mar 2023
ORD00157,CUST1252,2023-02-19,d696d490e36a693126c387bc1f62ba4a,65.0,Personal Care,Everyuth Naturals,1,0,65.0,2023-02,Feb 2023
ORD00158,CUST1762,2023-01-26,abfa1c4a25bc355cca9a331daf8be25e,64.0,Natural,Himalaya,2,0,128.0,2023-01,Jan 2023
ORD00159,CUST1574,2023-05-29,6adff3885d839fb6a81466f022df7ea0,1700.0,Makeup,M.A.C,1,30,1190.0,2023-05,May 2023
ORD00160,CUST1551,2023-07-16,4d14a42545be68a60b4b0ae833062f45,449.0,Personal Care,Natural Vibes,1,0,449.0,2023-07,Jul 2023
ORD00161,CUST1269,2023-11-12,8a153370da6f60a9c3415a4fe7d922b8,139.0,Brand,Nykaa Naturals,1,0,139.0,2023-11,Nov 2023
ORD00162,CUST1764,2023-08-03,5d676d28932916e7d159981b4d69eb43,4900.0,Nykaa Luxe,Charlotte Tilbury,1,0,4900.0,2023-08,Aug 2023
ORD00163,CUST1598,2023-05-08,25883da540d236950b64f2c29fc965a6,120.0,Skin,Ponds,1,0,120.0,2023-05,May 2023
ORD00164,CUST1438,2023-03-23,6fd21bf8e43c3487881a9ffb6b308fa3,299.0,Makeup,Nykaa Cosmetics,2,0,598.0,2023-03,Mar 2023
ORD00165,CUST1919,2023-06-17,5a983b899dbe450ffbcc43af7e0149ee,84.0,Brand,Himalaya,1,20,67.2,2023-06,Jun 2023
ORD00166,CUST1597,2023-10-23,589e605d3e32845ccca575a651a576c4,850.0,Makeup,NYX Professional Makeup,1,0,850.0,2023-10,Oct 2023
ORD00167,CUST1408,2023-06-10,3dd83ec7d05a4106fbd33b0893afb785,230.0,Personal Care,The Body Care,1,10,207.0,2023-06,Jun 2023
ORD00168,CUST1370,2023-04-08,8d2a7bd74e83d0159c983bd896f60d7a,2050.0,Hair,Aveda,1,10,1845.0,2023-04,Apr 2023
ORD00169,CUST1224,2023-03-23,38235bada4e5c0ff221960e32499b89c,240.0,Natural,Aroma Treasures,1,10,216.0,2023-03,Mar 2023
ORD00170,CUST1141,2023-09-13,60928db9ee6e553e7ed4a449d229de36,336.0,Skin,Allin Exporters,3,20,806.4,2023-09,Sep 2023
ORD00171,CUST1521,2023-09-21,01c2b242fbc8fd77bd32ba018e527139,70.0,Skin,VLCC,2,20,112.0,2023-09,Sep 2023
ORD00172,CUST1505,2023-08-28,f7f76573099db0058ef5264c35d9d02e,539.0,Makeup,Nykaa Cosmetics,3,0,1617.0,2023-08,Aug 2023
ORD00173,CUST1093,2023-09-13,531d2532009246fad3bcdc8e1c5faa1a,1150.0,Nykaa Luxe,Bobbi Brown,1,20,920.0,2023-09,Sep 2023
ORD00174,CUST1773,2023-06-07,dd003c628206a0883095295c3708500f,5100.0,Fragrance,Dunhill,1,10,4590.0,2023-06,Jun 2023
ORD00175,CUST1048,2023-09-12,a16e2eaa8fcb13ed27f79b8eb7705166,650.0,Skin,O3+,1,30,455.0,2023-09,Sep 2023
ORD00176,CUST1881,2023-01-12,718a642688cf9ffad6e98bda4b872b58,524.0,Skin,Nykaa Naturals,1,10,471.6,2023-01,Jan 2023
ORD00177,CUST1112,2023-02-16,26da1a79bac7c05f5f51392edade07ef,105.0,Natural,Moha,2,30,147.0,2023-02,Feb 2023
ORD00178,CUST1156,2023-07-21,18901030728867890103000000300000000000VHWF1R8IN,135.0,Skin,Vaseline,1,20,108.0,2023-07,Jul 2023
ORD00179,CUST1642,2023-09-16,18901030685191890103000000300000000000LCRP100IN,600.0,Brand,Lakme,1,0,600.0,2023-09,Sep 2023
